,_id,date,favourites,language,latitude,longitude,retweets,tweet,user
75,5cc04b8391c00645a4021735,24/04/2019 11:41,0,en,-6.3346658,107.1636281,0,"Finally! D-DAY is coming. So Today is the ENDGAME y'all 🎫 
.
.
.
#AvengersEndGame #nospoilerspoilerclub… https://t.co/sXgvV6bCbw",ripeuki
76,5cc04b9891c00645a4021737,24/04/2019 11:42,0,it,45.439739,10.864349,0,#thespacecinema #cinema #marvel #marvelstudios #disney #avengers #avengersendgame #popcorn @ The Space Cinema https://t.co/LlRHbHSbHh,seba_b1983
77,5cc04be091c00645a4021739,24/04/2019 11:43,0,ar,21.4271984,39.297829,0,#متوفر_الان #هل_يدوم_الحب #وش_تقول_لمستقبلك #ترند_فون #trend_phone #AvengersEndgame #نطالب_حظر_ببجي_بالسعوديه… https://t.co/soraGtMnqS,trendphoneSA
78,5cc04bec91c00645a402173b,24/04/2019 11:43,0,en,6.12558505,100.3668821,0,"#AvengersEndGame done! (@ Golden Screen Cinemas (GSC) - @gscinemas in Alor Star, Kedah) https://t.co/kKw9ZYf14y",gxxnnnnnn
79,5cc04c3991c00645a402173d,24/04/2019 11:44,0,es,42.6056,-5.57,0,"1 Día #avengers #vengadores #avengersendgame #vengadoresendgame #ironman #marvel #comic en León, Spain https://t.co/llem7SfMnq",Leones_rg
80,5cc04cc291c00645a402173f,24/04/2019 11:47,0,en,3.13530971,101.6230631,0,Wakanda forever!!!! #AvengersEndGame #PetronFuelHappy @ The Starling https://t.co/eA4hXBgfl2,EyrahClyne
81,5cc04cc891c00645a4021741,24/04/2019 11:47,0,zh-tw,25.03529214,121.5670366,0,"不爆雷不劇透🤐但真的好好看😍
#movie #day #with #friend #smiley #boy #avengers #avengersendgame #endgame #firstday #love #it… https://t.co/MqpfCCW6Tz",dex_yang
82,5cc04cef91c00645a4021743,24/04/2019 11:47,0,en,7.09102067,125.6112728,0,"#avengersendgame 
#justthetwoofus❤❤ 
#avengerslovers💖 @ Abreeza Mall of Davao, Davao City https://t.co/Ff676QWO3R",0808joc
83,5cc04d1291c00645a4021745,24/04/2019 11:48,0,en,14.59513686,121.1728048,0,"At dahil naexperience kong makalong at hindi expired ang nainom kong gamot nung bata pa ako, di ako mang-i-spoil. L… https://t.co/WqZs45HdXg",eamaehr0518
84,5cc04d2b91c00645a4021747,24/04/2019 11:48,0,th,13.69466267,100.6485022,0,OPPO F11 Pro Marvel's Avengers Limited Edition to pre-order now in Thailand. #OPPOF11Pro #AvengersEndgame @ Seacon… https://t.co/WYS6qlB6Gv,todtyth
85,5cc04de591c00645a4021749,24/04/2019 11:51,0,th,13.98759391,100.6166163,0,190424 ไม่คาดหวังว่าจะได้ดูวันแรก แต่ก็ได้ 5555555 #avengersendgame @ Major Cineplex Rangsit เมเจอร์รังสิต https://t.co/5epnf1s7w1,hmwr_mk
86,5cc04de591c00645a402174b,24/04/2019 11:51,0,en,13.94084716,121.6247368,0,"Just got out of the quantum realm to watch a movie... 

g.i.z.e.l.l.e

#AvengersEndGame
#TimeHeist @ SM City Lucena https://t.co/cHeWP8heOe",jerkyjeck
87,5cc04df191c00645a402174d,24/04/2019 11:52,0,zh-CN,28.6411,111.779,0,"I'm not crying,The Avengers End Game is the best movie of Marvel Studios!
#avengersendgame #marvel @ Xiangtan, China https://t.co/FRRhpN4nZF",Vancheafore
88,5cc04e3791c00645a402174f,24/04/2019 11:53,0,th,13.82859802,100.5685704,0,#avengersendgame @ Major Cineplex Ratchayothin | เมเจอร์ ซีนีเพล็กซ์ รัชโยธิน https://t.co/X8cbdaOPSU,Sitthiphong_B
89,5cc04e8791c00645a4021751,24/04/2019 11:54,0,en,14.54595164,121.0540581,0,Before #AvengersEndgame happened. @ SM Aura Premier https://t.co/gVSKADUdbZ,jrdnmj
90,5cc04eda91c00645a4021753,24/04/2019 11:56,0,en,14.65093913,121.0357547,0,#avengersendgame 💙 @ Ayala Malls Vertis North https://t.co/iWqeKiirRF,BinkyPunzalan
91,5cc04faa91c00645a4021755,24/04/2019 11:59,0,en,25.93386,-80.12182,0,"Avengers: Endgame
#avengersendgame #marvel #dnzm9e #bxnzm9e #bnzm9e #dnzm9e🤣🤗😉 #comingsoon @ Sunny Isles Beach, Flo… https://t.co/5OqyTVEzdR",bxnzm9e
92,5cc0506991c00645a4021757,24/04/2019 12:02,0,en,13.7584944,100.5662141,0,Avengers4 #endgame #avengersendgame @ SFX Cinema at Central Plaza Grand Rama 9 https://t.co/7N5Pe7UfYp,jubjangen
